"Class","OldName","NewName","OldPath","NewPath"
"Beras_Gundukan","IMG_20260605_162410070_24_jpg.rf.ncHnRQe1hSuUeM5gQaQg.jpg","Beras_Gundukan_000011.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_24_jpg.rf.ncHnRQe1hSuUeM5gQaQg.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000011.jpg"
"Beras_Gundukan","IMG_20260605_162410070_25_jpg.rf.z5KsQRDedWlhAD1UsvGy.jpg","Beras_Gundukan_000012.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_25_jpg.rf.z5KsQRDedWlhAD1UsvGy.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000012.jpg"
"Beras_Gundukan","IMG_20260605_162410070_26_jpg.rf.24DR05seZ4RCiLSXmUPf.jpg","Beras_Gundukan_000013.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_26_jpg.rf.24DR05seZ4RCiLSXmUPf.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000013.jpg"
"Beras_Gundukan","IMG_20260605_162410070_27_jpg.rf.kaU95WB33YrlpfeQyZnG.jpg","Beras_Gundukan_000014.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_27_jpg.rf.kaU95WB33YrlpfeQyZnG.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000014.jpg"
"Beras_Gundukan","IMG_20260605_162410070_29_jpg.rf.BL7HnA5YSbmQkZKyzq7x.jpg","Beras_Gundukan_000015.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_29_jpg.rf.BL7HnA5YSbmQkZKyzq7x.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000015.jpg"
"Beras_Gundukan","IMG_20260605_162410070_3_jpg.rf.SnRN1fOxl9pkV8D86fSq.jpg","Beras_Gundukan_000016.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_3_jpg.rf.SnRN1fOxl9pkV8D86fSq.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000016.jpg"
"Beras_Gundukan","IMG_20260605_162410070_31_jpg.rf.exa6i6L0aQIlpRzVb0mu.jpg","Beras_Gundukan_000017.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_31_jpg.rf.exa6i6L0aQIlpRzVb0mu.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000017.jpg"
"Beras_Gundukan","IMG_20260605_162410070_32_jpg.rf.sAwxbJERlXBkmq114aVL.jpg","Beras_Gundukan_000018.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_32_jpg.rf.sAwxbJERlXBkmq114aVL.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000018.jpg"
"Beras_Gundukan","IMG_20260605_162410070_33_jpg.rf.oyeSHg970eFqNEfD77Rg.jpg","Beras_Gundukan_000019.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_33_jpg.rf.oyeSHg970eFqNEfD77Rg.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000019.jpg"
"Beras_Gundukan","IMG_20260605_162410070_34_jpg.rf.bCvwbmzpTnYdkyvHUGbV.jpg","Beras_Gundukan_000020.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_34_jpg.rf.bCvwbmzpTnYdkyvHUGbV.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000020.jpg"
"Beras_Gundukan","IMG_20260605_162410070_35_jpg.rf.eftuD5COzBlbNenIpKiO.jpg","Beras_Gundukan_000021.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_35_jpg.rf.eftuD5COzBlbNenIpKiO.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000021.jpg"
"Beras_Gundukan","IMG_20260605_162410070_37_jpg.rf.XJDkwPWoLrawugrG1gS0.jpg","Beras_Gundukan_000022.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_37_jpg.rf.XJDkwPWoLrawugrG1gS0.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000022.jpg"
"Beras_Gundukan","IMG_20260605_162410070_38_jpg.rf.CHleZt8g4fcPpMrCbluE.jpg","Beras_Gundukan_000023.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_38_jpg.rf.CHleZt8g4fcPpMrCbluE.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000023.jpg"
"Beras_Gundukan","IMG_20260605_162410070_4_jpg.rf.9C7LXa11sZq23XXVJlU7.jpg","Beras_Gundukan_000024.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_4_jpg.rf.9C7LXa11sZq23XXVJlU7.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000024.jpg"
"Beras_Gundukan","IMG_20260605_162410070_40_jpg.rf.Rh7UXAfj6Kc9r4xKLJgi.jpg","Beras_Gundukan_000025.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_40_jpg.rf.Rh7UXAfj6Kc9r4xKLJgi.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000025.jpg"
"Beras_Gundukan","IMG_20260605_162410070_41_jpg.rf.tJnubQVsR07M0r9MDxJM.jpg","Beras_Gundukan_000026.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_41_jpg.rf.tJnubQVsR07M0r9MDxJM.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000026.jpg"
"Beras_Gundukan","IMG_20260605_162410070_42_jpg.rf.HyzoP8D1naN4Wc8Lqf3K.jpg","Beras_Gundukan_000027.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_42_jpg.rf.HyzoP8D1naN4Wc8Lqf3K.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000027.jpg"
"Beras_Gundukan","IMG_20260605_162410070_44_jpg.rf.8Plyd3nFkvUXFzB1IpMr.jpg","Beras_Gundukan_000028.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_44_jpg.rf.8Plyd3nFkvUXFzB1IpMr.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000028.jpg"
"Beras_Gundukan","IMG_20260605_162410070_45_jpg.rf.8FNckmP7mD5VBTaNpejz.jpg","Beras_Gundukan_000029.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_45_jpg.rf.8FNckmP7mD5VBTaNpejz.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000029.jpg"
"Beras_Gundukan","IMG_20260605_162410070_46_jpg.rf.xBLxeX9rMZTUZSzfgM55.jpg","Beras_Gundukan_000030.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_46_jpg.rf.xBLxeX9rMZTUZSzfgM55.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000030.jpg"
"Beras_Gundukan","IMG_20260605_162410070_47_jpg.rf.aFGAyK1UXIEAHtPLATgO.jpg","Beras_Gundukan_000031.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_47_jpg.rf.aFGAyK1UXIEAHtPLATgO.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000031.jpg"
"Beras_Gundukan","IMG_20260605_162410070_6_jpg.rf.a3iJHfjsAJSDbmfVM5Ki.jpg","Beras_Gundukan_000032.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_6_jpg.rf.a3iJHfjsAJSDbmfVM5Ki.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000032.jpg"
"Beras_Gundukan","IMG_20260605_162410070_7_jpg.rf.QIspj4QBgcRFjZUboXni.jpg","Beras_Gundukan_000033.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_7_jpg.rf.QIspj4QBgcRFjZUboXni.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000033.jpg"
"Beras_Gundukan","IMG_20260605_162410070_8_jpg.rf.xozt6nKj6Wwhwqql5TI5.jpg","Beras_Gundukan_000034.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_8_jpg.rf.xozt6nKj6Wwhwqql5TI5.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000034.jpg"
"Beras_Gundukan","IMG_20260605_162410070_9_jpg.rf.Db6ZEZHBWyHFgFwsmkPk.jpg","Beras_Gundukan_000035.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162410070_9_jpg.rf.Db6ZEZHBWyHFgFwsmkPk.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000035.jpg"
"Beras_Gundukan","IMG_20260605_162417647_1_jpg.rf.cmnemUHX5m6B7pbvJqRQ.jpg","Beras_Gundukan_000036.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_1_jpg.rf.cmnemUHX5m6B7pbvJqRQ.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000036.jpg"
"Beras_Gundukan","IMG_20260605_162417647_10_jpg.rf.qdJEcIypVx2hJnvFeRBD.jpg","Beras_Gundukan_000037.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_10_jpg.rf.qdJEcIypVx2hJnvFeRBD.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000037.jpg"
"Beras_Gundukan","IMG_20260605_162417647_12_jpg.rf.oonewD3CBE8h882FaEZg.jpg","Beras_Gundukan_000038.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_12_jpg.rf.oonewD3CBE8h882FaEZg.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000038.jpg"
"Beras_Gundukan","IMG_20260605_162417647_13_jpg.rf.6xx5e0N4qHrHrpsFfo1e.jpg","Beras_Gundukan_000039.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_13_jpg.rf.6xx5e0N4qHrHrpsFfo1e.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000039.jpg"
"Beras_Gundukan","IMG_20260605_162417647_15_jpg.rf.BXp5NwGC0U7mdL1BHesr.jpg","Beras_Gundukan_000040.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_15_jpg.rf.BXp5NwGC0U7mdL1BHesr.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000040.jpg"
"Beras_Gundukan","IMG_20260605_162417647_16_jpg.rf.pDEtFTPA7Yv9nhW2nNB1.jpg","Beras_Gundukan_000041.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_16_jpg.rf.pDEtFTPA7Yv9nhW2nNB1.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000041.jpg"
"Beras_Gundukan","IMG_20260605_162417647_17_jpg.rf.URTLU9WQlOTHml6bkpob.jpg","Beras_Gundukan_000042.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_17_jpg.rf.URTLU9WQlOTHml6bkpob.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000042.jpg"
"Beras_Gundukan","IMG_20260605_162417647_19_jpg.rf.c7tjaAs5mPBfUlE7dbnJ.jpg","Beras_Gundukan_000043.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_19_jpg.rf.c7tjaAs5mPBfUlE7dbnJ.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000043.jpg"
"Beras_Gundukan","IMG_20260605_162417647_2_jpg.rf.DsrVH1kfN9a868wKtrIB.jpg","Beras_Gundukan_000044.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_2_jpg.rf.DsrVH1kfN9a868wKtrIB.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000044.jpg"
"Beras_Gundukan","IMG_20260605_162417647_22_jpg.rf.2grEED87S67KZ1kbcpoQ.jpg","Beras_Gundukan_000045.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_22_jpg.rf.2grEED87S67KZ1kbcpoQ.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000045.jpg"
"Beras_Gundukan","IMG_20260605_162417647_23_jpg.rf.VTUmF3B8GdJRnmVaCJBN.jpg","Beras_Gundukan_000046.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_23_jpg.rf.VTUmF3B8GdJRnmVaCJBN.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000046.jpg"
"Beras_Gundukan","IMG_20260605_162417647_24_jpg.rf.Djey2cJirsyBwF2xgqdy.jpg","Beras_Gundukan_000047.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_24_jpg.rf.Djey2cJirsyBwF2xgqdy.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000047.jpg"
"Beras_Gundukan","IMG_20260605_162417647_26_jpg.rf.Cr4fn7rPql8o8v7MQdvP.jpg","Beras_Gundukan_000048.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_26_jpg.rf.Cr4fn7rPql8o8v7MQdvP.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000048.jpg"
"Beras_Gundukan","IMG_20260605_162417647_27_jpg.rf.StcmgELe4ciIrneWZugO.jpg","Beras_Gundukan_000049.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_27_jpg.rf.StcmgELe4ciIrneWZugO.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000049.jpg"
"Beras_Gundukan","IMG_20260605_162417647_28_jpg.rf.KbMlsUyoMyDxfvQRqzvi.jpg","Beras_Gundukan_000050.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_28_jpg.rf.KbMlsUyoMyDxfvQRqzvi.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000050.jpg"
"Beras_Gundukan","IMG_20260605_162417647_29_jpg.rf.0uil8QILKwFZPoF84net.jpg","Beras_Gundukan_000051.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_29_jpg.rf.0uil8QILKwFZPoF84net.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000051.jpg"
"Beras_Gundukan","IMG_20260605_162417647_34_jpg.rf.p4o6JDaLGuulj8qp73S2.jpg","Beras_Gundukan_000052.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_34_jpg.rf.p4o6JDaLGuulj8qp73S2.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000052.jpg"
"Beras_Gundukan","IMG_20260605_162417647_35_jpg.rf.bkTk36rlbffEH1x53p9V.jpg","Beras_Gundukan_000053.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_35_jpg.rf.bkTk36rlbffEH1x53p9V.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000053.jpg"
"Beras_Gundukan","IMG_20260605_162417647_37_jpg.rf.bmiHow53vFrmzeRTm7Jb.jpg","Beras_Gundukan_000054.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_37_jpg.rf.bmiHow53vFrmzeRTm7Jb.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000054.jpg"
"Beras_Gundukan","IMG_20260605_162417647_38_jpg.rf.EE55Efs4R1LEFeET8sj7.jpg","Beras_Gundukan_000055.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_38_jpg.rf.EE55Efs4R1LEFeET8sj7.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000055.jpg"
"Beras_Gundukan","IMG_20260605_162417647_39_jpg.rf.weZtAqHa7L7C6mTGI52e.jpg","Beras_Gundukan_000056.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_39_jpg.rf.weZtAqHa7L7C6mTGI52e.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000056.jpg"
"Beras_Gundukan","IMG_20260605_162417647_40_jpg.rf.gsCwsyc01fpjxByLL6Pe.jpg","Beras_Gundukan_000057.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_40_jpg.rf.gsCwsyc01fpjxByLL6Pe.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000057.jpg"
"Beras_Gundukan","IMG_20260605_162417647_42_jpg.rf.h5hQglKTP8v397AX08Lw.jpg","Beras_Gundukan_000058.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_42_jpg.rf.h5hQglKTP8v397AX08Lw.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000058.jpg"
"Beras_Gundukan","IMG_20260605_162417647_43_jpg.rf.ITb7BP89D8kEtL5lsGJz.jpg","Beras_Gundukan_000059.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_43_jpg.rf.ITb7BP89D8kEtL5lsGJz.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000059.jpg"
"Beras_Gundukan","IMG_20260605_162417647_44_jpg.rf.7EP7No7OwNetTXbtFhlq.jpg","Beras_Gundukan_000060.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_44_jpg.rf.7EP7No7OwNetTXbtFhlq.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000060.jpg"
"Beras_Gundukan","IMG_20260605_162417647_47_jpg.rf.OTbYr3W2BD0mLk12VxTq.jpg","Beras_Gundukan_000061.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_47_jpg.rf.OTbYr3W2BD0mLk12VxTq.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000061.jpg"
"Beras_Gundukan","IMG_20260605_162417647_48_jpg.rf.aoHV1cE5RyTpP7PFfY90.jpg","Beras_Gundukan_000062.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_48_jpg.rf.aoHV1cE5RyTpP7PFfY90.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000062.jpg"
"Beras_Gundukan","IMG_20260605_162417647_49_jpg.rf.BOEnrRyYH3n8VtuWKg2v.jpg","Beras_Gundukan_000063.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_49_jpg.rf.BOEnrRyYH3n8VtuWKg2v.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000063.jpg"
"Beras_Gundukan","IMG_20260605_162417647_50_jpg.rf.ZSWStnpj1fO1HKyRZlrG.jpg","Beras_Gundukan_000064.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_50_jpg.rf.ZSWStnpj1fO1HKyRZlrG.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000064.jpg"
"Beras_Gundukan","IMG_20260605_162417647_6_jpg.rf.lIn0g2jl41tnVP4mrGI9.jpg","Beras_Gundukan_000065.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\IMG_20260605_162417647_6_jpg.rf.lIn0g2jl41tnVP4mrGI9.jpg","C:\Users\Yadie FR\Desktop\UAS_ML\dataset\Beras_Gundukan\Beras_Gundukan_000065.jpg"
